difficulty,game,max_lat,mean_lat,n_players,noise,pid,score,wait
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,4236.0,119.93802083333334,5,0-2en01,2043-a757eec4-d3d8-43d1-a04e-8460399b9937,0.42400000000000004,474
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,77.0,9.24209795067732,5,0-2en01,9125-67416a2d-caab-47f7-a1ef-921d367b1917,0.6,639
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,605.0,65.44947916666666,5,0-2en01,1080-75f77e44-86cf-4e96-9416-587aa6de2532,0.688,322
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,64.0,17.968923611111112,4,3-2en01,4223-6fa09aca-e26f-439e-b0af-86db4075919f,0.5519999999999999,2183
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,151.5,82.44010416666667,4,3-2en01,6620-42721a9b-f61b-4298-bc64-9671cdf66908,0.40800000000000003,2065
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,3103.0,53.821527777777774,4,3-2en01,5989-093e598c-f7d2-4d94-9820-49f08ce4fd31,0.6,1057
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,207.0,24.061805555555555,4,3-2en01,7719-0247d11a-50dc-49e4-bcd4-13b39ab30db4,0.584,1971
2en01,2015-01-26-22-50-7-673_5_1-2en01_859466790221,291.5,66.29194164640501,2,1-2en01,2794-b6f67d9c-a546-4325-813d-a63896604228,0.76,2389
2en01,2015-01-26-22-50-7-673_5_1-2en01_859466790221,486.5,63.37460978147763,2,1-2en01,4568-99ba357a-4c37-4bdf-a4e0-c5fa9db042da,0.496,1588
2en01,2015-01-26-22-59-25-701_5_1-2en01_431026292266,288.5,66.21163194444445,1,1-2en01,2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,0.512,2412
2en01,2015-01-26-23-19-26-925_5_1-2en01_623635699972,243.0,37.40486111111111,5,1-2en01,7804-b6d3d1d7-95b8-41ea-be0d-41616b71ccef,0.7759999999999999,205
2en01,2015-01-26-23-19-26-925_5_1-2en01_623635699972,73.0,23.40847516498784,5,1-2en01,7134-1623cb40-1283-4a8f-9732-90cd40119b9a,0.712,1055
2en01,2015-01-26-23-19-26-925_5_1-2en01_623635699972,583.5,41.28454861111111,5,1-2en01,3427-09c28900-e9e9-447c-8909-f1f9a1c91444,0.808,24
2en01,2015-01-26-23-19-26-925_5_1-2en01_623635699972,355.0,49.40371024734982,5,1-2en01,4847-afe506aa-50d6-4a33-a1d3-18ac703a0bb2,0.7228634555899249,516
2en01,2015-01-26-23-19-26-925_5_1-2en01_623635699972,458.0,8.0307398402223,5,1-2en01,3238-93243dc4-b8c6-455a-91df-06d90c09f510,0.8399999999999999,498
2en01,2015-01-26-23-23-30-391_5_3-2en01_114391630981,105.0,23.137721431052448,4,3-2en01,0026-ddfa77b0-66d6-408c-ab09-793108e500f8,0.744,2337
2en01,2015-01-26-23-23-30-391_5_3-2en01_114391630981,113.5,19.55852726641195,4,3-2en01,5637-7dd408af-1f44-4f62-8b3b-401147cf49cf,0.76,2392
2en01,2015-01-26-23-23-30-391_5_3-2en01_114391630981,353.0,48.84143799930531,4,3-2en01,8537-4ddffb7a-cf38-4558-b71f-d6af8330f006,0.4,1774
2en01,2015-01-26-23-23-30-391_5_3-2en01_114391630981,715.0,57.63997915943036,4,3-2en01,4659-57e639be-757d-4457-a34f-88c12e0ccbe1,0.6799999999999999,2164
2en01,2015-01-26-23-32-5-894_5_2-2en01_582171098096,663.5,52.48350694444444,4,2-2en01,9477-caa9cb5f-b936-4cac-bac9-043d11c67faf,0.6719999999999999,23
2en01,2015-01-26-23-32-5-894_5_2-2en01_582171098096,801.5,54.64513888888889,4,2-2en01,7769-891de611-cf4b-4c05-bd62-290971b0152f,0.6080000000000001,1098
2en01,2015-01-26-23-32-5-894_5_2-2en01_582171098096,624.5,85.52796109760334,4,2-2en01,4014-5432103d-f306-4e68-abb9-8f129ceca915,0.76,1229
2en01,2015-01-26-23-32-5-894_5_2-2en01_582171098096,356.0,51.765196248697464,4,2-2en01,5493-06a10a71-cba2-4df3-afb4-1596e0bc9912,0.488,144
2en01,2015-01-26-23-34-56-205_5_1-2en01_267702728742,698.5,87.54671761028135,5,1-2en01,6623-01c5ef3a-d07a-403f-9102-48155b38505f,0.688,175
2en01,2015-01-26-23-34-56-205_5_1-2en01_267702728742,291.0,32.74800277874262,5,1-2en01,0843-1092a0a6-ddd4-4024-9e65-afd114987254,0.64,24
2en01,2015-01-26-23-34-56-205_5_1-2en01_267702728742,76.5,26.764583333333334,5,1-2en01,4568-6c6410bd-b3b8-491e-9f89-853078eb09d7,0.8879999999999999,345
2en01,2015-01-26-23-34-56-205_5_1-2en01_267702728742,69.0,49.208506944444444,5,1-2en01,5713-6d886a2f-cf83-4b0d-86e9-dda5a8c462c6,0.696,762
2en01,2015-01-26-23-34-56-205_5_1-2en01_267702728742,206.0,22.424973949287946,5,1-2en01,6762-8b4943c3-ed5f-447e-bbcc-c936be58f173,0.8480000000000001,129
2en01,2015-01-26-23-36-30-144_5_3-2en01_486611582571,1042.5,80.19774305555555,3,3-2en01,2858-5486f84f-d02e-4e1d-afaa-0dc6a5dd5024,0.512,1593
2en01,2015-01-26-23-36-30-144_5_3-2en01_486611582571,545.5,34.46144494616186,3,3-2en01,9517-80f857fb-6b85-4b9b-85e9-564882cb9697,0.544,1678
2en01,2015-01-26-23-36-30-144_5_3-2en01_486611582571,303.5,34.48784722222222,3,3-2en01,5012-e9b2488c-d205-4982-86a7-5fc6cbbb3e5c,0.544,2373
2en01,2015-01-26-23-42-29-489_5_0-2en01_796066779643,205.5,92.95347222222222,2,0-2en01,2676-0335009b-5063-4260-81ce-3ad13202365e,0.7280000000000001,1733
2en01,2015-01-26-23-42-29-489_5_0-2en01_796066779643,86.5,35.38142361111111,2,0-2en01,0532-9dc7e5d4-8a3c-4bbc-81a6-76d76ff0e7bd,0.736,2405
2en01,2015-01-26-23-59-39-75_5_0-2en01_488105313852,54.0,42.26311219173324,3,0-2en01,5798-3ae32f27-f260-4a80-bb23-15ea38d5af44,0.616,243
2en01,2015-01-26-23-59-39-75_5_0-2en01_488105313852,67.5,26.663077457450505,3,0-2en01,3352-141f76eb-baef-459f-a4a2-723b5fed8bc0,0.576,328
2en01,2015-01-26-23-59-39-75_5_0-2en01_488105313852,377.0,58.31243487321987,3,0-2en01,1726-17101bc4-6c22-4506-b915-4a46ee7e2cd1,0.7120000000000001,122
2en01,2015-01-27-0-0-38-813_5_2-2en01_322522447910,298.0,57.54826388888889,3,2-2en01,3847-e446c463-9e4e-49fe-8db4-de723dbf1fd4,0.6559999999999999,616
2en01,2015-01-27-0-0-38-813_5_2-2en01_322522447910,289.5,39.404761904761905,3,2-2en01,0529-f66e4990-56e5-422f-8feb-e91ac55a9866,0.64,810
2en01,2015-01-27-0-0-38-813_5_2-2en01_322522447910,216.5,50.40434027777778,3,2-2en01,1522-7cbb0740-a693-406f-8570-1cc69143bce3,0.64,24
2en01,2015-01-27-0-2-30-523_5_2-2en01_712782695656,124.5,63.04322916666667,5,2-2en01,3693-466a60d6-e5e5-49da-9a27-9a4920d59028,0.648,2216
2en01,2015-01-27-0-2-30-523_5_2-2en01_712782695656,353.5,19.986458333333335,5,2-2en01,0022-0b9569c2-36e5-455c-baf6-21babc31b132,0.8,2366
2en01,2015-01-27-0-2-30-523_5_2-2en01_712782695656,207.0,48.682118055555556,5,2-2en01,4341-ac5aedaa-d234-4574-b90f-2495d7207a39,0.616,1763
2en01,2015-01-27-0-2-30-523_5_2-2en01_712782695656,159.5,62.836979166666666,5,2-2en01,6695-99cf75fa-5faa-49d6-baa2-1a959adaaffb,0.5920000000000001,24
2en01,2015-01-27-0-2-30-523_5_2-2en01_712782695656,5633.5,134.10260416666668,5,2-2en01,0636-c8b5774b-bd0f-47c0-9eb1-c43b87117610,0.688,1545
2en01,2015-01-27-0-8-20-603_5_3-2en01_609295875998,761.5,50.58940972222222,2,3-2en01,6600-ac8a75fd-b11a-4082-ad09-398e649428f3,0.8160000000000001,1039
2en01,2015-01-27-0-8-20-603_5_3-2en01_609295875998,122.0,48.128819444444446,2,3-2en01,3438-f14544df-579d-4056-aff2-71a95c86e517,0.8080000000000002,2396
2en01,2015-01-27-0-54-52-554_4_2-2en01_201184344477,29.0,10.238798193817297,4,2-2en01,8373-8e45346e-13ee-498e-bf95-3a708f931629,0.6799999999999999,446
2en01,2015-01-27-0-54-52-554_4_2-2en01_201184344477,381.0,35.150868055555556,4,2-2en01,5589-b55462cd-2349-4aee-823d-89e6f8d99e2d,0.696,829
2en01,2015-01-27-0-54-52-554_4_2-2en01_201184344477,177.5,13.379993053143453,4,2-2en01,7668-dfaacd7a-af34-4e11-bc16-4d6ab3724884,0.7520000000000002,734
2en01,2015-01-27-0-54-52-554_4_2-2en01_201184344477,49.0,24.539756944444445,4,2-2en01,5513-f01704de-faaf-4f23-b5a8-bca6987a8a91,0.6719999999999999,24
2en01,2015-01-27-0-57-6-847_4_1-2en01_650002463022,113.0,23.914379993053142,3,1-2en01,1457-6e8474b2-d5e8-4a1c-8e16-4b6fc1b6672e,0.6639999999999999,24
2en01,2015-01-27-0-57-6-847_4_1-2en01_650002463022,225.0,68.80208333333333,3,1-2en01,6847-b2c77466-3fbc-4fc8-9129-6ef0df8f9245,0.6799999999999999,215
2en01,2015-01-27-0-57-6-847_4_1-2en01_650002463022,129.0,27.76936436262591,3,1-2en01,6746-b62233ef-0831-4982-9484-717c788d3467,0.6239999999999999,308
2en01,2015-01-27-1-7-50-542_4_2-2en01_257484841626,150.5,12.164987843001041,1,2-2en01,2779-8c4a41f0-1445-48a5-b287-48c24648e9cc,0.776,2412
2en01,2015-01-27-17-55-30-471_1_1-2en01_853664191905,527.0,43.761541131551546,1,1-2en01,1418-e1eb291c-a728-453e-bbda-92be36f81dab,0.696,23
2en01,2015-01-27-17-56-22-99_6_3-2en01_238828877452,85.5,41.59725599166377,2,3-2en01,6583-307cd4bb-5fe9-434c-8f42-68fea7914691,0.7040000000000001,1765
2en01,2015-01-27-17-56-22-99_6_3-2en01_238828877452,355.5,61.619659604029174,2,3-2en01,3207-b7a83cf0-9156-4986-ab40-315128fbfa4e,0.768,1319
2en01,2015-01-27-18-10-16-907_1_2-2en01_263597493525,88.0,32.59169850642584,1,2-2en01,4042-f01fbb82-685c-4b2b-840d-720da5702503,0.784,23
2en01,2015-01-27-18-11-30-157_1_0-2en01_372752994764,138.0,25.740708579367837,1,0-2en01,2880-943fc014-85db-49ff-a774-0f052a6fa64d,0.6639999999999999,23
2en01,2015-01-27-18-11-33-613_1_0-2en01_607739331433,150.5,49.688954498089615,1,0-2en01,6248-f8ae2066-3ada-4234-a77d-447bf26bce70,0.736,23
2en01,2015-01-27-18-14-44-62_1_0-2en01_161587280919,297.0,32.55244876693296,1,0-2en01,0531-9c5d8aa8-3bc0-4c1a-8de1-cee872193f59,0.44799999999999995,23
2en01,2015-01-27-18-15-42-161_1_1-2en01_449492258718,93.0,9.614102118791246,1,1-2en01,8571-b53cbb29-2588-4f91-933d-9489ce49464c,0.8240000000000001,23
2en01,2015-01-27-18-19-34-192_6_1-2en01_16515341121,362.5,60.881597222222226,2,1-2en01,8825-efa453f6-1ac4-4c51-a579-e09e5bb9beda,0.3680000000000001,2408
2en01,2015-01-27-18-19-34-192_6_1-2en01_16515341121,409.5,59.096875,2,1-2en01,8874-89b8784c-1483-491b-8cf4-11db50c586fc,0.528,377
2en01,2015-01-27-18-25-4-473_1_2-2en01_455136267002,460.5,22.56022214508851,1,2-2en01,3185-f7057245-5c5b-40bd-8146-d2fff5d8206a,0.6239999999999999,23
2en01,2015-01-27-18-26-1-539_6_3-2en01_828393574571,371.0,31.25954861111111,2,3-2en01,6598-d0c90d01-a279-4cce-8851-10c07513efe2,0.6799999999999999,76
2en01,2015-01-27-18-26-1-539_6_3-2en01_828393574571,534.0,43.30017361111111,2,3-2en01,1752-8436ba65-06b8-43bd-bf0f-2e0deba6480c,0.768,1450
2en01,2015-01-27-18-31-56-906_1_2-2en01_356003324734,368.0,30.810698159083014,1,2-2en01,2049-efe2cd11-0391-4158-9390-80a98d380ed3,0.76,23
2en01,2015-01-27-18-36-13-355_1_0-2en01_760579089634,173.5,48.383292810003475,1,0-2en01,4464-722ec947-44d1-486c-bcfc-cd5c94bb3302,0.5920000000000001,23
2en01,2015-01-27-18-38-38-620_1_2-2en01_881138406926,95.0,45.359847169155955,1,2-2en01,3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,0.728,23
2en01,2015-01-27-18-38-58-40_1_2-2en01_202768518356,625.0,63.385416666666664,1,2-2en01,5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,0.744,23
2en01,2015-01-27-18-38-7-820_1_0-2en01_497017367044,75.5,25.61184439041334,1,0-2en01,0730-523b2053-197d-4183-8a33-33f4431e3d77,0.736,23
2en01,2015-01-27-18-39-26-625_1_3-2en01_217017526738,499.5,60.58388329281,1,3-2en01,2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,0.6239999999999999,23
2en01,2015-01-27-18-39-36-360_6_1-2en01_548101342748,350.0,29.325460229246268,4,1-2en01,1645-1fe0e785-3263-452d-8648-7566e4ae4e98,0.8239999999999998,439
2en01,2015-01-27-18-39-36-360_6_1-2en01_548101342748,470.5,31.610802361931228,4,1-2en01,4348-3f58a65f-dfb5-49d6-93d1-e1631702e8db,0.8400000000000001,1203
2en01,2015-01-27-18-39-36-360_6_1-2en01_548101342748,152.5,19.507294199374783,4,1-2en01,2025-5d852fea-1adc-4de2-9573-9aae668bf8f8,0.7759999999999999,646
2en01,2015-01-27-18-39-36-360_6_1-2en01_548101342748,128.0,26.033506944444444,4,1-2en01,5308-240bf628-6f39-49ee-ae5e-e7a6cb9eb1c0,0.8480000000000001,1748
2en01,2015-01-27-18-54-19-227_1_1-2en01_358143325196,881.5,85.49722222222222,1,1-2en01,8021-418995b0-cd5d-42f1-bb05-f7aa09216070,0.6639999999999999,23
2en01,2015-01-27-18-57-33-770_1_0-2en01_938236534828,364.0,97.62990621743661,1,0-2en01,9669-ea1c8ea9-07a8-4541-8790-652b865a5382,0.376,23
2en01,2015-01-27-18-9-16-240_1_3-2en01_700161367654,208.5,25.42271622091004,1,3-2en01,5943-6ea85b0d-f146-48c2-95e4-efd7b120b8f9,0.8320000000000001,23
2en01,2015-01-27-19-18-3-926_1_2-2en01_575412138830,1027.5,26.739145536644667,1,2-2en01,7897-b88d5da2-7f3a-4793-959d-c157b1297957,0.6479999999999999,23
2en01,2015-01-27-19-8-42-20_1_3-2en01_949257129337,526.5,39.59520500347463,1,3-2en01,7634-14ca04a0-34dc-4c80-a9c7-531594d7da13,0.736,23
2en01,2015-01-27-19-58-35-829_5_1-2en01_928616378689,345.0,45.05746527777778,5,1-2en01,9496-0a0cb45e-bee7-40ce-8f5e-8806056f2298,0.6080000000000001,925
2en01,2015-01-27-19-58-35-829_5_1-2en01_928616378689,362.5,41.3109375,5,1-2en01,0783-02e04b85-fdc8-4dee-a0b0-b16fd1b07f7c,0.7280000000000001,727
2en01,2015-01-27-19-58-35-829_5_1-2en01_928616378689,60.5,36.22239583333333,5,1-2en01,2554-d5e35cac-a6fa-4631-a680-b47c245d7af8,0.752,1157
2en01,2015-01-27-19-58-35-829_5_1-2en01_928616378689,476.0,36.64496527777778,5,1-2en01,9606-abb4a506-491e-4be6-95b2-0f20e882e01a,0.7759999999999999,24
2en01,2015-01-27-19-58-35-829_5_1-2en01_928616378689,652.5,38.11766747657064,5,1-2en01,3416-a2896d9a-1d2d-40a7-94c2-114e1468002b,0.768,130
2en01,2015-01-27-20-15-7-847_1_1-2en01_872151220450,464.5,25.341327771984705,1,1-2en01,3604-253cc2bb-5968-4148-ae44-a0ceb1da6d3f,0.6799999999999999,23
2en01,2015-01-27-20-16-55-868_1_0-2en01_586511942092,973.5,103.99496352900313,1,0-2en01,9611-7e1dad12-1cdf-4574-85dc-8e44669f3110,0.52,23
2en01,2015-01-27-20-18-17-232_5_1-2en01_807289088610,199.5,25.723341437999306,1,1-2en01,7988-e51534de-d568-431d-9cdc-f1e6c6fc3eb2,0.44800000000000006,2190
2en01,2015-01-27-20-33-12-95_1_3-2en01_47375561902,184.5,41.53351858284127,1,3-2en01,9378-160c1c74-48ce-44e0-9265-ea2c3b4f6a12,0.5519999999999999,23
2en01,2015-01-27-20-33-15-568_5_3-2en01_797237623948,465.0,23.699027440083363,4,3-2en01,3952-0d653a8d-f94e-40c1-99b5-371aa4a38c89,0.688,663
2en01,2015-01-27-20-33-15-568_5_3-2en01_797237623948,661.0,65.64079861111111,4,3-2en01,9482-d51cd0f0-3681-4e6b-b308-84c69ef6f25c,0.5439999999999999,1193
2en01,2015-01-27-20-33-15-568_5_3-2en01_797237623948,142.5,24.999131944444443,4,3-2en01,8563-0d601aef-53a0-4237-8c82-a0895222b620,0.736,2409
2en01,2015-01-27-20-33-15-568_5_3-2en01_797237623948,1037.5,26.219868009725598,4,3-2en01,7871-6fc8b6dc-d215-4434-972b-74d00125bb8b,0.6800000000000002,809
2en01,2015-01-27-20-38-41-696_5_1-2en01_33187873661,56.5,22.660819729072596,5,1-2en01,2346-713444fb-b12c-40c9-9648-78ab04661f82,0.7759999999999999,800
2en01,2015-01-27-20-38-41-696_5_1-2en01_33187873661,584.0,55.43448036148766,5,1-2en01,3650-004355f5-580a-49fe-a814-f4fb88bbe27e,0.6479999999999999,24
2en01,2015-01-27-20-38-41-696_5_1-2en01_33187873661,212.5,73.36193122612018,5,1-2en01,8814-ee266222-c351-4c4b-b13c-5a89b5ee5562,0.72,1165
2en01,2015-01-27-20-38-41-696_5_1-2en01_33187873661,478.5,88.61390429958391,5,1-2en01,8798-54400a2f-dfcf-4786-9254-6f2f5c998f22,0.6799999999999999,1254
2en01,2015-01-27-20-38-41-696_5_1-2en01_33187873661,104.5,35.190625,5,1-2en01,6447-647ad502-bda6-47b8-a7e2-fbe6211a46f0,0.6639999999999999,110
2en01,2015-01-27-20-41-17-342_1_2-2en01_301586754852,488.5,53.20902777777778,1,2-2en01,2527-0c2d3b18-0faf-49a5-b68c-67989396acdc,0.6719999999999999,23
2en01,2015-01-27-20-43-21-383_1_2-2en01_415803730022,265.5,65.93956234803751,1,2-2en01,5642-f7293b8f-acda-4e0c-a977-c960d395bb27,0.6479999999999999,23
2en01,2015-01-27-20-43-35-549_1_3-2en01_332326410571,2253.0,65.80131990274401,1,3-2en01,2709-e0a72990-ba81-445c-9a71-e1456a2c9227,0.696,23
2en01,2015-01-27-20-44-48-942_5_2-2en01_235262774396,284.5,50.21666666666667,2,2-2en01,8911-a213f7ad-be2a-4b96-81ac-c93c73fbaa2e,0.696,1426
2en01,2015-01-27-20-44-48-942_5_2-2en01_235262774396,502.5,61.79336114007647,2,2-2en01,1095-c7a5003e-09c5-4a9e-a912-4906663a4b54,0.488,2388
2en01,2015-01-27-20-5-55-379_1_2-2en01_698320821858,595.0,35.7033692254255,1,2-2en01,6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,0.5599999999999999,23
2en01,2015-01-27-20-53-32-588_5_3-2en01_858993598259,293.0,51.16458333333333,3,3-2en01,4333-feebef89-4316-4d81-b248-8d25c9d43695,0.6319999999999999,106
2en01,2015-01-27-20-53-32-588_5_3-2en01_858993598259,566.0,57.02605071205279,3,3-2en01,4090-6c5c22b8-d986-4ac3-98bf-303bfef2f60f,0.512,23
2en01,2015-01-27-20-53-32-588_5_3-2en01_858993598259,43.5,23.603508162556444,3,3-2en01,0502-937772bc-fc61-40c6-b406-b6eba2e73581,0.768,192
2en01,2015-01-27-20-53-8-883_1_0-2en01_600953317945,217.0,46.49600555748524,1,0-2en01,0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,0.344,23
2en01,2015-01-27-20-53-9-905_1_2-2en01_354349857429,223.5,24.245918721778395,1,2-2en01,2817-a1ef89b6-f5b6-4984-a80f-8024e43b1964,0.6,23
2en01,2015-01-27-20-56-29-101_5_3-2en01_571973864221,232.5,23.626432789162905,2,3-2en01,2770-a8793580-ab10-444f-814b-d7669352aa42,0.736,1862
2en01,2015-01-27-20-56-29-101_5_3-2en01_571973864221,104.0,25.194859326154916,2,3-2en01,1396-237b907d-0a93-4efa-a767-19d4b8cb421b,0.752,2394
2en01,2015-01-27-20-6-58-271_1_0-2en01_885259858332,61.0,39.866446682875996,1,0-2en01,7568-8ef80641-02f1-48f7-a6db-454302c9e347,0.632,23
2en01,2015-01-27-21-16-6-578_1_0-2en01_158391961827,541.5,50.21612230715775,1,0-2en01,3193-078a39ed-96ee-4564-b1ce-50c3dc002627,0.488,23
2en01,2015-01-27-21-20-19-827_1_1-2en01_387784437509,649.0,63.66267776621575,1,1-2en01,3451-5c3ef6df-17ad-4cb0-a699-4e182ff67478,0.488,23
2en01,2015-01-27-21-20-53-924_1_0-2en01_248976448783,70.0,48.0934352205627,1,0-2en01,9788-f11be5c7-f7d9-4620-8725-15995a0684ae,0.616,23
2en01,2015-01-27-21-21-34-204_5_3-2en01_400683445157,62.5,34.417332407085794,4,3-2en01,3571-9d9301b1-7a80-4b0b-b4e7-e96449f00c94,0.6640000000000001,377
2en01,2015-01-27-21-21-34-204_5_3-2en01_400683445157,278.5,20.993226814866272,4,3-2en01,8598-9219fdda-adeb-48f0-b6d1-bd58285f343c,0.584,261
2en01,2015-01-27-21-21-34-204_5_3-2en01_400683445157,167.0,22.28898923237235,4,3-2en01,2890-1bab7dce-b595-48f1-9066-40f7fdaee438,0.5439999999999999,23
2en01,2015-01-27-21-21-34-204_5_3-2en01_400683445157,45.0,26.095345606113234,4,3-2en01,0722-fd94f117-8864-47a7-a8f5-480d624ab09a,0.7839999999999999,675
2en01,2015-01-27-21-23-0-973_5_2-2en01_252279326552,599.0,49.40538194444444,4,2-2en01,9952-96145ea7-0c3e-4f5e-8b20-5bcac256dc1e,0.728,24
2en01,2015-01-27-21-23-0-973_5_2-2en01_252279326552,200.0,68.428125,4,2-2en01,4519-3e506794-dff4-4a3b-b7ed-c2dd81c3688f,0.504,188
2en01,2015-01-27-21-23-0-973_5_2-2en01_252279326552,482.0,73.2257728377909,4,2-2en01,0334-c69de161-a35b-4c00-8caa-8df86d44ba2a,0.6319999999999999,159
2en01,2015-01-27-21-23-0-973_5_2-2en01_252279326552,193.5,26.6671875,4,2-2en01,1283-2ba52fbc-25ad-4406-9b39-176252b300f5,0.6239999999999999,272
2en01,2015-01-27-21-23-53-272_5_0-2en01_240044188685,491.5,29.258770406391108,4,0-2en01,7236-002d2ece-48f6-4bea-a34e-6b734b7ba3ef,0.728,2371
2en01,2015-01-27-21-23-53-272_5_0-2en01_240044188685,55.5,19.992358457797845,4,0-2en01,9942-8f2c378f-d9b2-4fea-8c2c-54a594d0e296,0.7040000000000001,1619
2en01,2015-01-27-21-23-53-272_5_0-2en01_240044188685,1203.5,65.43626602009006,4,0-2en01,9735-3e0d8a6a-97d4-49cf-a206-f2fad693c206,0.376,297
2en01,2015-01-27-21-23-53-272_5_0-2en01_240044188685,1547.0,79.93678360541855,4,0-2en01,1754-63d93dc0-3b1f-433f-a1b5-23eb1c08056d,0.6239999999999999,1126
2en01,2015-01-27-21-29-21-897_1_0-2en01_50133311888,64.5,26.6950329975686,1,0-2en01,1728-3fd39189-35e9-4e16-bae3-72ed42a0cf60,0.704,23
2en01,2015-01-27-21-31-20-844_1_3-2en01_637603107839,903.0,21.387981938172977,1,3-2en01,8864-70da056c-e11e-4c87-bbbc-730c87c4a104,0.752,23
2en01,2015-01-27-21-35-25-673_5_0-2en01_861656214110,539.0,71.8092013888889,4,0-2en01,6209-c07ff952-71e6-4f53-93ad-9f34bc37fac2,0.7120000000000001,2403
2en01,2015-01-27-21-35-25-673_5_0-2en01_861656214110,713.5,115.21971537660535,4,0-2en01,7398-d3ef2833-f41c-4fbd-b786-27dbc82afc19,0.584,1262
2en01,2015-01-27-21-35-25-673_5_0-2en01_861656214110,158.5,37.39267106634248,4,0-2en01,2017-7ef76e1e-273c-42a5-bfb3-13d43beea39b,0.6559999999999999,686
2en01,2015-01-27-21-35-25-673_5_0-2en01_861656214110,159.5,32.20910038207711,4,0-2en01,9334-984284cd-d51d-4ee5-afa8-7c84f9e126bc,0.6800000000000002,1051
2en01,2015-01-27-21-41-25-127_5_2-2en01_883497704984,100.0,16.726293852031954,3,2-2en01,9145-0df82d31-30eb-4420-a1d3-decd896f4dbe,0.728,1456
2en01,2015-01-27-21-41-25-127_5_2-2en01_883497704984,1387.5,86.57852675469076,3,2-2en01,1945-75fb7ea6-8c09-45d8-aa55-805c00478b14,0.6319999999999999,2398
2en01,2015-01-27-21-41-25-127_5_2-2en01_883497704984,171.5,18.672282042375826,3,2-2en01,4128-88fbfb3e-2b36-4aac-b009-ca96834481eb,0.6160000000000001,1440
2en01,2015-01-27-21-47-14-8_1_2-2en01_524458570638,160.0,48.38120875303925,1,2-2en01,0134-b92faa73-525e-44f4-8649-86f31860977d,0.72,23
2en01,2015-01-27-21-48-32-606_1_2-2en01_874296315247,103.0,19.48298020145884,1,2-2en01,5891-3034707d-265b-4a9d-8e2b-566f17e7531c,0.696,23
2en01,2015-01-27-21-50-32-659_5_0-2en01_153965122299,264.5,29.349947898575895,1,0-2en01,7847-d2de741d-39c7-4194-8e52-8a2d42050c05,0.5840000000000001,2405
2en01,2015-01-27-21-6-46-747_5_0-2en01_879638846497,1247.5,59.854810698159085,4,0-2en01,4545-a11d6e70-94ad-479c-ac59-a77c2babbf37,0.64,249
2en01,2015-01-27-21-6-46-747_5_0-2en01_879638846497,520.5,42.83622785689475,4,0-2en01,2527-0fbb3a21-bde3-474c-9c39-eacff7b663c2,0.43200000000000005,265
2en01,2015-01-27-21-6-46-747_5_0-2en01_879638846497,133.0,51.56892361111111,4,0-2en01,0374-218320a9-686d-4731-9443-ffeef581293c,0.6080000000000001,91
2en01,2015-01-27-21-6-46-747_5_0-2en01_879638846497,3072.5,179.3153153153153,4,0-2en01,9471-f263c554-9a50-448c-808c-e79dc2919f9e,0.5519999999999999,23
2en01,2015-01-27-21-7-51-383_1_1-2en01_895598380360,875.5,64.59975711311588,1,1-2en01,5530-62a366df-fcea-429e-bed0-58f40a2701c2,0.576,23
